epoch,acc,loss,val_acc,val_loss
0,0.35881089743589745,1.5545838562525236,0.45544871794871794,1.355230829165532
1,0.46136858974358974,1.3240166123585824,0.5288461538155874,1.2227440094336486
2,0.5469294871794872,1.1613851614365212,0.5778846153846153,1.135166015502734
3,0.5746762820512821,1.0975767801969478,0.5825,1.0928727586452778
4,0.5866955128205128,1.064993719651149,0.6087179487790817,1.043418548290546
5,0.5947403846153846,1.0445968736868638,0.6114102564713894,1.056188000410031
6,0.6010544871794872,1.030692332756825,0.6130769231380561,1.0521059856659327
7,0.6038557692307692,1.0223539108496447,0.5954487180098509,1.1098017578858597
8,0.6074967948717949,1.0124649884150578,0.6157051282662612,0.991875936679351
9,0.609724358974359,1.0060257356105706,0.618974358913226,1.0144684306169167
10,0.6113846153846154,1.0005982943803837,0.6194871794260465,1.0427241292366616
11,0.6130320512820513,0.9958336176505456,0.6264102563491234,1.0065046742023567
12,0.614875,0.993938624113034,0.6130769231380561,1.0251849783383884
13,0.617375,0.986439149312484,0.6278846154457484,0.9755349573722253
14,0.6184294871794872,0.9831656261224013,0.6299358973747645,1.0023616677064162
15,0.6191858974358975,0.9827227195776426,0.6228205128205129,1.005553866044069
16,0.6208557692307692,0.9780282692664709,0.6286538460927131,0.974621745745341
17,0.6228269230769231,0.9744420435367487,0.6280769230157901,0.9994306053259434
18,0.6231185897435897,0.9723584793041914,0.6325,0.9563498259813358
19,0.6234967948717949,0.971117876065083,0.6267307692919022,0.9969301551427596
20,0.6253942307692307,0.9669010602082961,0.6308974358974359,0.985844416924012
21,0.6261698717948718,0.9648596975864508,0.6395512820512821,0.964839983353248
22,0.6265608974358975,0.9647546083560357,0.6268589744201073,0.996294862184769
23,0.627576923076923,0.9621017725039751,0.6414102563491234,0.9723003393564469
24,0.6284871794871795,0.96144522972596,0.6321794872406201,1.012657247934586
25,0.6279038461538462,0.9616993416394943,0.6357692307080978,0.9766641246966826
26,0.6290128205128205,0.9592804521903013,0.6368589742978414,1.0023936246602962
27,0.6296346153846154,0.9574664173248487,0.6357692308303637,0.9879439232288263
28,0.6308333333333334,0.9558959070352407,0.6398717948106619,0.9666258264199281
29,0.6308141025641025,0.9541182174193553,0.6269230768619439,1.0273934249388865
30,0.6312916666666667,0.9534298561047285,0.6356410256410256,0.980464855096279
31,0.6322564102564102,0.9526760534995642,0.641474359035492,0.9509299808282119
32,0.6322596153846154,0.9525705566283984,0.6403846154457483,0.969306342907441
33,0.6308141025641025,0.9534651878674825,0.6376923077534407,0.9669789457932497
34,0.6319326923076923,0.9530121848155291,0.6404487179487179,0.963631885663057
35,0.6320320512820513,0.951352481676982,0.6426282051282052,0.9563986237232501
36,0.6321057692307692,0.9506903956853426,0.6322435898047227,0.9705763200613169
37,0.6331442307692308,0.949724347114563,0.6427564101952773,1.0002334943795816
38,0.6327948717948718,0.9498117513045287,0.639423076861944,0.9575574296560043
39,0.6336794871794872,0.948735158547377,0.6325,0.9785408581220186
40,0.6343108974358974,0.9449237443483793,0.6409615384004055,0.9681443086648599
41,0.6345064102564103,0.945612063346765,0.6386538460927131,0.9705107813615065
42,0.6351474358974359,0.9444382427227803,0.6351923077534407,0.974774735890902
43,0.6354519230769231,0.9435887522758581,0.6396794871183542,0.9779752783897595
44,0.6350608974358974,0.9446606727991349,0.632051282112415,1.0119919137465647
45,0.6365865384615385,0.9419648364996299,0.6416025640414311,0.9869701747405223
46,0.6369358974358974,0.9403673666073725,0.6409615384004055,0.9649529751753195
47,0.6349102564102564,0.9433680149102822,0.6368589743589743,0.9925411243927784
48,0.6352884615384615,0.943493854706104,0.6348717948106619,0.9614182374416254
49,0.6356570512820513,0.9423463343595847,0.6433974358974359,0.9710287495148487
50,0.6354519230769231,0.9441060859667949,0.6352564103175432,0.9906852280787932
51,0.6359935897435898,0.9421938293652656,0.6412179487179487,0.962656043003767
52,0.6363621794871794,0.9428478086483785,0.6377564103175433,0.9649456122594002
53,0.6364871794871795,0.9413170067102481,0.6352564101952772,1.006990838539906
54,0.6363717948717948,0.9430052923239195,0.6369230769842099,0.9847032598348764
55,0.6361538461538462,0.9416796590364896,0.6378846153846154,0.9903724434436896
56,0.6360608974358974,0.9411107244491577,0.6407692308303637,0.9735259118446937
57,0.636673076923077,0.9406351928772071,0.6342307691696363,0.9746863242907402
58,0.6369839743589744,0.9389283346396227,0.626474359035492,0.9954932618752504
59,0.6374839743589743,0.9395858823458354,0.6401282051893381,0.9557697419631176
60,0.6379583333333333,0.9372197261590224,0.6446153846153846,0.9716838872127044
61,0.6360576923076923,0.9398083313306173,0.6336538460927131,0.9722574740189772
62,0.6383589743589744,0.937108155592894,0.6367307692307692,0.9860369264162504
63,0.6387179487179487,0.9364057174523671,0.6364102563491234,1.026293176382016
64,0.6368974358974359,0.9386408988573612,0.6437179487179487,0.979727690403278
65,0.6374839743589743,0.9374513950836965,0.6397435898047227,0.9980822175588363
66,0.6389070512820513,0.9343944862928146,0.6421153846765176,0.9820537691849929
67,0.6377692307692308,0.9389002341062594,0.6308333333333334,0.9867208356123705
68,0.6381538461538462,0.9371428196369074,0.637051282112415,1.0056097288620778
69,0.6380192307692307,0.9393044503224202,0.6348717948717949,0.9692613017253386
70,0.6381474358974359,0.9369361171049949,0.6421153846153846,0.955270909284934
71,0.6394038461538462,0.9353872627845178,0.6409615384615385,0.9641073361421243
72,0.6384198717948718,0.936493114006825,0.6451923077534406,0.9758430790289855
73,0.6390096153846154,0.9345007824103038,0.6416666666666667,0.975970336596171
74,0.639724358974359,0.9346004468722221,0.6418589742978414,0.9772869815581884
75,0.6389519230769231,0.935237625898459,0.6482051281439952,0.9587524525324503
76,0.6395705128205128,0.9343769674240014,0.6441666667277997,0.9595232883477822
77,0.6394134615384616,0.9343066253723242,0.6475641025641026,0.943714229021317
78,0.6389903846153846,0.9339780821861365,0.6381410257021586,0.982259612083435
79,0.6385961538461539,0.9360194998215406,0.6283974358363029,0.9817249468045357
80,0.6406891025641026,0.932920624708518,0.6448076922465593,1.0100328436875954
81,0.6399903846153846,0.9332583845884372,0.642051282112415,0.9632106141555004
82,0.6392820512820513,0.9348206777022435,0.6419871794871795,0.9740425891142626
83,0.6355929487179487,0.9437649180522332,0.6341025640414312,0.9665364717825865
84,0.640147435897436,0.9319550887193435,0.6431410255798927,0.9805994725838686
85,0.639573717948718,0.932467700609794,0.6528846153234824,0.9274401843242156
86,0.6403910256410257,0.9331914024658692,0.6416025641025641,0.9495177738483136
87,0.6395032051282051,0.9331676149123754,0.6351923076923077,0.9728281637338492
88,0.6398525641025641,0.9332549564716144,0.6484615384004055,0.9533537027163383
89,0.6391730769230769,0.9322775782132761,0.640576923138056,0.9345507010435447
90,0.6398910256410256,0.9324501925615164,0.645,0.9736095012762608
91,0.6393717948717949,0.9339101650164677,0.6485897435286107,0.95126268020043
92,0.6386634615384615,0.9340914678940406,0.643525641086774,0.9661258761088053
